"","comname","variable","year","decade","percentiles","measurement"
"28959","Northern shortfin squid","depth",1994,1990,"75%",157
"28960","Northern shortfin squid","depth",1994,1990,"95%",252
"28961","Northern shortfin squid","depth",1995,1990,"5%",83
"28962","Northern shortfin squid","depth",1995,1990,"25%",97
"28963","Northern shortfin squid","depth",1995,1990,"50%",151
"28964","Northern shortfin squid","depth",1995,1990,"75%",151
"28965","Northern shortfin squid","depth",1995,1990,"95%",208.96988
"28966","Northern shortfin squid","depth",1996,1990,"5%",56
"28967","Northern shortfin squid","depth",1996,1990,"25%",93
"28968","Northern shortfin squid","depth",1996,1990,"50%",95
"28969","Northern shortfin squid","depth",1996,1990,"75%",123
"28970","Northern shortfin squid","depth",1996,1990,"95%",195
"28971","Northern shortfin squid","depth",1997,1990,"5%",57.62034
"28972","Northern shortfin squid","depth",1997,1990,"25%",109
"28973","Northern shortfin squid","depth",1997,1990,"50%",140
"28974","Northern shortfin squid","depth",1997,1990,"75%",171
"28975","Northern shortfin squid","depth",1997,1990,"95%",283.9323
"28976","Northern shortfin squid","depth",1998,1990,"5%",87
"28977","Northern shortfin squid","depth",1998,1990,"25%",106
"28978","Northern shortfin squid","depth",1998,1990,"50%",108.3025
"28979","Northern shortfin squid","depth",1998,1990,"75%",124
"28980","Northern shortfin squid","depth",1998,1990,"95%",251.436875000001
"28981","Northern shortfin squid","depth",1999,1990,"5%",70.62081
"28982","Northern shortfin squid","depth",1999,1990,"25%",96
"28983","Northern shortfin squid","depth",1999,1990,"50%",141
"28984","Northern shortfin squid","depth",1999,1990,"75%",160.552025
"28985","Northern shortfin squid","depth",1999,1990,"95%",291.548995
"28986","Northern shortfin squid","depth",2000,2000,"5%",67.440225
"28987","Northern shortfin squid","depth",2000,2000,"25%",115
"28988","Northern shortfin squid","depth",2000,2000,"50%",115
"28989","Northern shortfin squid","depth",2000,2000,"75%",119
"28990","Northern shortfin squid","depth",2000,2000,"95%",192
"28991","Northern shortfin squid","depth",2001,2000,"5%",53
"28992","Northern shortfin squid","depth",2001,2000,"25%",96
"28993","Northern shortfin squid","depth",2001,2000,"50%",123
"28994","Northern shortfin squid","depth",2001,2000,"75%",218.38
"28995","Northern shortfin squid","depth",2001,2000,"95%",269
"28996","Northern shortfin squid","depth",2002,2000,"5%",49.8442
"28997","Northern shortfin squid","depth",2002,2000,"25%",77
"28998","Northern shortfin squid","depth",2002,2000,"50%",120
"28999","Northern shortfin squid","depth",2002,2000,"75%",136.956
"29000","Northern shortfin squid","depth",2002,2000,"95%",346
"29001","Northern shortfin squid","depth",2003,2000,"5%",53
"29002","Northern shortfin squid","depth",2003,2000,"25%",129
"29003","Northern shortfin squid","depth",2003,2000,"50%",139
"29004","Northern shortfin squid","depth",2003,2000,"75%",139
"29005","Northern shortfin squid","depth",2003,2000,"95%",265.340403999999
"29006","Northern shortfin squid","depth",2004,2000,"5%",58.789
"29007","Northern shortfin squid","depth",2004,2000,"25%",110.9725
"29008","Northern shortfin squid","depth",2004,2000,"50%",133
"29009","Northern shortfin squid","depth",2004,2000,"75%",255
"29010","Northern shortfin squid","depth",2004,2000,"95%",309
"29011","Northern shortfin squid","depth",2005,2000,"5%",71.5692
"29012","Northern shortfin squid","depth",2005,2000,"25%",123
"29013","Northern shortfin squid","depth",2005,2000,"50%",128
"29014","Northern shortfin squid","depth",2005,2000,"75%",132
"29015","Northern shortfin squid","depth",2005,2000,"95%",210.592400000001
"29016","Northern shortfin squid","depth",2006,2000,"5%",58
"29017","Northern shortfin squid","depth",2006,2000,"25%",111
"29018","Northern shortfin squid","depth",2006,2000,"50%",132.633
"29019","Northern shortfin squid","depth",2006,2000,"75%",139
"29020","Northern shortfin squid","depth",2006,2000,"95%",206.0108
"29021","Northern shortfin squid","depth",2007,2000,"5%",78.15635
"29022","Northern shortfin squid","depth",2007,2000,"25%",100
"29023","Northern shortfin squid","depth",2007,2000,"50%",100
"29024","Northern shortfin squid","depth",2007,2000,"75%",113
"29025","Northern shortfin squid","depth",2007,2000,"95%",204.706499999999
"29026","Northern shortfin squid","depth",2008,2000,"5%",64
"29027","Northern shortfin squid","depth",2008,2000,"25%",116
"29028","Northern shortfin squid","depth",2008,2000,"50%",168
"29029","Northern shortfin squid","depth",2008,2000,"75%",222
"29030","Northern shortfin squid","depth",2008,2000,"95%",240
"29031","Northern shortfin squid","depth",2009,2000,"5%",98
"29032","Northern shortfin squid","depth",2009,2000,"25%",124
"29033","Northern shortfin squid","depth",2009,2000,"50%",140
"29034","Northern shortfin squid","depth",2009,2000,"75%",220.718239886444
"29035","Northern shortfin squid","depth",2009,2000,"95%",329
"29036","Northern shortfin squid","depth",2010,2010,"5%",101.907842441448
"29037","Northern shortfin squid","depth",2010,2010,"25%",114
"29038","Northern shortfin squid","depth",2010,2010,"50%",141
"29039","Northern shortfin squid","depth",2010,2010,"75%",209
"29040","Northern shortfin squid","depth",2010,2010,"95%",282
"29041","Northern shortfin squid","depth",2011,2010,"5%",101
"29042","Northern shortfin squid","depth",2011,2010,"25%",122
"29043","Northern shortfin squid","depth",2011,2010,"50%",168.260468417317
"29044","Northern shortfin squid","depth",2011,2010,"75%",226
"29045","Northern shortfin squid","depth",2011,2010,"95%",299.396593328601
"29046","Northern shortfin squid","depth",2012,2010,"5%",88.7098651525905
"29047","Northern shortfin squid","depth",2012,2010,"25%",127
"29048","Northern shortfin squid","depth",2012,2010,"50%",159
"29049","Northern shortfin squid","depth",2012,2010,"75%",240
"29050","Northern shortfin squid","depth",2012,2010,"95%",305
"29051","Northern shortfin squid","depth",2013,2010,"5%",77
"29052","Northern shortfin squid","depth",2013,2010,"25%",140
"29053","Northern shortfin squid","depth",2013,2010,"50%",255
"29054","Northern shortfin squid","depth",2013,2010,"75%",286.759403832505
"29055","Northern shortfin squid","depth",2013,2010,"95%",343
"29056","Northern shortfin squid","depth",2014,2010,"5%",72
"29057","Northern shortfin squid","depth",2014,2010,"25%",145
"29058","Northern shortfin squid","depth",2014,2010,"50%",188
"29059","Northern shortfin squid","depth",2014,2010,"75%",244
"29060","Northern shortfin squid","depth",2014,2010,"95%",286
"29061","Northern shortfin squid","depth",2015,2010,"5%",79.9545777146913
"29062","Northern shortfin squid","depth",2015,2010,"25%",126
"29063","Northern shortfin squid","depth",2015,2010,"50%",158.545777146913
"29064","Northern shortfin squid","depth",2015,2010,"75%",289
"29065","Northern shortfin squid","depth",2015,2010,"95%",319
"29066","Northern shortfin squid","depth",2016,2010,"5%",85
"29067","Northern shortfin squid","depth",2016,2010,"25%",126
"29068","Northern shortfin squid","depth",2016,2010,"50%",145
"29069","Northern shortfin squid","depth",2016,2010,"75%",230
"29070","Northern shortfin squid","depth",2016,2010,"95%",294
"29071","Northern shortfin squid","depth",2018,2010,"5%",75
"29072","Northern shortfin squid","depth",2018,2010,"25%",121
"29073","Northern shortfin squid","depth",2018,2010,"50%",197
"29074","Northern shortfin squid","depth",2018,2010,"75%",203
"29075","Northern shortfin squid","depth",2018,2010,"95%",258
"29076","Northern shortfin squid","depth",2019,2010,"5%",90
"29077","Northern shortfin squid","depth",2019,2010,"25%",141
"29078","Northern shortfin squid","depth",2019,2010,"50%",205
"29079","Northern shortfin squid","depth",2019,2010,"75%",219
"29080","Northern shortfin squid","depth",2019,2010,"95%",316
"29081","Northern shortfin squid","depth",2021,2020,"5%",103
"29082","Northern shortfin squid","depth",2021,2020,"25%",161
"29083","Northern shortfin squid","depth",2021,2020,"50%",192
"29084","Northern shortfin squid","depth",2021,2020,"75%",212
"29085","Northern shortfin squid","depth",2021,2020,"95%",274
"29086","Northern shortfin squid","depth",2022,2020,"5%",126
"29087","Northern shortfin squid","depth",2022,2020,"25%",159
"29088","Northern shortfin squid","depth",2022,2020,"50%",159
"29089","Northern shortfin squid","depth",2022,2020,"75%",159
"29090","Northern shortfin squid","depth",2022,2020,"95%",258
"29091","Northern shortfin squid","depth",2023,2020,"5%",73
"29092","Northern shortfin squid","depth",2023,2020,"25%",128.92317246274
"29093","Northern shortfin squid","depth",2023,2020,"50%",168
"29094","Northern shortfin squid","depth",2023,2020,"75%",227
"29095","Northern shortfin squid","depth",2023,2020,"95%",294.720369056071
"29096","Northern shortfin squid","lat",1970,1970,"5%",35.8
"29097","Northern shortfin squid","lat",1970,1970,"25%",36.016667
"29098","Northern shortfin squid","lat",1970,1970,"50%",38.566667
"29099","Northern shortfin squid","lat",1970,1970,"75%",40.32406825
"29100","Northern shortfin squid","lat",1970,1970,"95%",43.580602027315
"29101","Northern shortfin squid","lat",1971,1970,"5%",36.283333
"29102","Northern shortfin squid","lat",1971,1970,"25%",38.35
"29103","Northern shortfin squid","lat",1971,1970,"50%",40.05
"29104","Northern shortfin squid","lat",1971,1970,"75%",41.866667
"29105","Northern shortfin squid","lat",1971,1970,"95%",43.866667
"29106","Northern shortfin squid","lat",1972,1970,"5%",36.35
"29107","Northern shortfin squid","lat",1972,1970,"25%",38.383333
"29108","Northern shortfin squid","lat",1972,1970,"50%",39.93419718395
"29109","Northern shortfin squid","lat",1972,1970,"75%",40.52888875
"29110","Northern shortfin squid","lat",1972,1970,"95%",43.866667
"29111","Northern shortfin squid","lat",1973,1970,"5%",35.75
"29112","Northern shortfin squid","lat",1973,1970,"25%",40.341137588625
"29113","Northern shortfin squid","lat",1973,1970,"50%",41.7244708545
"29114","Northern shortfin squid","lat",1973,1970,"75%",43.216667
"29115","Northern shortfin squid","lat",1973,1970,"95%",43.714429913225
"29116","Northern shortfin squid","lat",1974,1970,"5%",36
"29117","Northern shortfin squid","lat",1974,1970,"25%",39.8
"29118","Northern shortfin squid","lat",1974,1970,"50%",42.216667
"29119","Northern shortfin squid","lat",1974,1970,"75%",43.983333
"29120","Northern shortfin squid","lat",1974,1970,"95%",43.983333
"29121","Northern shortfin squid","lat",1975,1970,"5%",36.84499425
"29122","Northern shortfin squid","lat",1975,1970,"25%",40.1
"29123","Northern shortfin squid","lat",1975,1970,"50%",41.45
"29124","Northern shortfin squid","lat",1975,1970,"75%",42.7
"29125","Northern shortfin squid","lat",1975,1970,"95%",43.55
"29126","Northern shortfin squid","lat",1976,1970,"5%",37.95
"29127","Northern shortfin squid","lat",1976,1970,"25%",39.483333
"29128","Northern shortfin squid","lat",1976,1970,"50%",40.35
"29129","Northern shortfin squid","lat",1976,1970,"75%",41.883333
"29130","Northern shortfin squid","lat",1976,1970,"95%",42.616667
"29131","Northern shortfin squid","lat",1977,1970,"5%",37.864023298275
"29132","Northern shortfin squid","lat",1977,1970,"25%",39.466667
"29133","Northern shortfin squid","lat",1977,1970,"50%",40.7
"29134","Northern shortfin squid","lat",1977,1970,"75%",41.516667
"29135","Northern shortfin squid","lat",1977,1970,"95%",42.25
"29136","Northern shortfin squid","lat",1978,1970,"5%",37.516667
"29137","Northern shortfin squid","lat",1978,1970,"25%",41.066667
"29138","Northern shortfin squid","lat",1978,1970,"50%",41.25
"29139","Northern shortfin squid","lat",1978,1970,"75%",41.45
"29140","Northern shortfin squid","lat",1978,1970,"95%",43.6
"29141","Northern shortfin squid","lat",1979,1970,"5%",38.416667
"29142","Northern shortfin squid","lat",1979,1970,"25%",40.183333
"29143","Northern shortfin squid","lat",1979,1970,"50%",41.7
"29144","Northern shortfin squid","lat",1979,1970,"75%",42.15
"29145","Northern shortfin squid","lat",1979,1970,"95%",43.35
"29146","Northern shortfin squid","lat",1980,1980,"5%",38.866667
"29147","Northern shortfin squid","lat",1980,1980,"25%",38.866667
"29148","Northern shortfin squid","lat",1980,1980,"50%",40.116667
"29149","Northern shortfin squid","lat",1980,1980,"75%",41.833333
"29150","Northern shortfin squid","lat",1980,1980,"95%",42.733333
"29151","Northern shortfin squid","lat",1981,1980,"5%",37.083333
"29152","Northern shortfin squid","lat",1981,1980,"25%",39.083333
"29153","Northern shortfin squid","lat",1981,1980,"50%",40
"29154","Northern shortfin squid","lat",1981,1980,"75%",41
"29155","Northern shortfin squid","lat",1981,1980,"95%",41.383333
"29156","Northern shortfin squid","lat",1982,1980,"5%",36.216667
"29157","Northern shortfin squid","lat",1982,1980,"25%",37.26141944735
"29158","Northern shortfin squid","lat",1982,1980,"50%",40.0605298947
"29159","Northern shortfin squid","lat",1982,1980,"75%",42.033333
"29160","Northern shortfin squid","lat",1982,1980,"95%",43.25
"29161","Northern shortfin squid","lat",1983,1980,"5%",36.633333
"29162","Northern shortfin squid","lat",1983,1980,"25%",37.266667
"29163","Northern shortfin squid","lat",1983,1980,"50%",39.85
"29164","Northern shortfin squid","lat",1983,1980,"75%",40.442179275275
"29165","Northern shortfin squid","lat",1983,1980,"95%",43.17453858597
"29166","Northern shortfin squid","lat",1984,1980,"5%",36.433333
"29167","Northern shortfin squid","lat",1984,1980,"25%",37.5751336082
"29168","Northern shortfin squid","lat",1984,1980,"50%",39.216667
"29169","Northern shortfin squid","lat",1984,1980,"75%",40.133333
"29170","Northern shortfin squid","lat",1984,1980,"95%",43.433333
"29171","Northern shortfin squid","lat",1985,1980,"5%",36.2424385
"29172","Northern shortfin squid","lat",1985,1980,"25%",38.216667
"29173","Northern shortfin squid","lat",1985,1980,"50%",40.108128
"29174","Northern shortfin squid","lat",1985,1980,"75%",43.3276295
"29175","Northern shortfin squid","lat",1985,1980,"95%",44.1
"29176","Northern shortfin squid","lat",1986,1980,"5%",36.916667
"29177","Northern shortfin squid","lat",1986,1980,"25%",37.966667
"29178","Northern shortfin squid","lat",1986,1980,"50%",39.366667
"29179","Northern shortfin squid","lat",1986,1980,"75%",40.83206
"29180","Northern shortfin squid","lat",1986,1980,"95%",43.22273609092
"29181","Northern shortfin squid","lat",1987,1980,"5%",37.566667
"29182","Northern shortfin squid","lat",1987,1980,"25%",38.933333
"29183","Northern shortfin squid","lat",1987,1980,"50%",39.966667
"29184","Northern shortfin squid","lat",1987,1980,"75%",40.233333
"29185","Northern shortfin squid","lat",1987,1980,"95%",42.030479152395
"29186","Northern shortfin squid","lat",1988,1980,"5%",38.516667
"29187","Northern shortfin squid","lat",1988,1980,"25%",41.083333
"29188","Northern shortfin squid","lat",1988,1980,"50%",41.783333
"29189","Northern shortfin squid","lat",1988,1980,"75%",43.716667
"29190","Northern shortfin squid","lat",1988,1980,"95%",43.716667
"29191","Northern shortfin squid","lat",1989,1980,"5%",37.866667
"29192","Northern shortfin squid","lat",1989,1980,"25%",40.966667
"29193","Northern shortfin squid","lat",1989,1980,"50%",44.366667
"29194","Northern shortfin squid","lat",1989,1980,"75%",44.366667
"29195","Northern shortfin squid","lat",1989,1980,"95%",44.366667
"29196","Northern shortfin squid","lat",1990,1990,"5%",35.966667
"29197","Northern shortfin squid","lat",1990,1990,"25%",37.466667
"29198","Northern shortfin squid","lat",1990,1990,"50%",39.916667
"29199","Northern shortfin squid","lat",1990,1990,"75%",41.783333
"29200","Northern shortfin squid","lat",1990,1990,"95%",43.233333
"29201","Northern shortfin squid","lat",1991,1990,"5%",37.479227066715
"29202","Northern shortfin squid","lat",1991,1990,"25%",39.016667
"29203","Northern shortfin squid","lat",1991,1990,"50%",39.5918845
"29204","Northern shortfin squid","lat",1991,1990,"75%",41.4
"29205","Northern shortfin squid","lat",1991,1990,"95%",43.916667
"29206","Northern shortfin squid","lat",1992,1990,"5%",35.983333
"29207","Northern shortfin squid","lat",1992,1990,"25%",37.816667
"29208","Northern shortfin squid","lat",1992,1990,"50%",39.85
"29209","Northern shortfin squid","lat",1992,1990,"75%",40.370047299525
"29210","Northern shortfin squid","lat",1992,1990,"95%",42.324907146065
"29211","Northern shortfin squid","lat",1993,1990,"5%",36.05
"29212","Northern shortfin squid","lat",1993,1990,"25%",39.7
"29213","Northern shortfin squid","lat",1993,1990,"50%",41.05
"29214","Northern shortfin squid","lat",1993,1990,"75%",41.333333
"29215","Northern shortfin squid","lat",1993,1990,"95%",42.783518253705
"29216","Northern shortfin squid","lat",1994,1990,"5%",36.016667
"29217","Northern shortfin squid","lat",1994,1990,"25%",36.016667
"29218","Northern shortfin squid","lat",1994,1990,"50%",39.433333
"29219","Northern shortfin squid","lat",1994,1990,"75%",40.466667
"29220","Northern shortfin squid","lat",1994,1990,"95%",42.11722872753
"29221","Northern shortfin squid","lat",1995,1990,"5%",36
"29222","Northern shortfin squid","lat",1995,1990,"25%",38.4
"29223","Northern shortfin squid","lat",1995,1990,"50%",38.4
"29224","Northern shortfin squid","lat",1995,1990,"75%",40.05
"29225","Northern shortfin squid","lat",1995,1990,"95%",42.665161
"29226","Northern shortfin squid","lat",1996,1990,"5%",36.283333
"29227","Northern shortfin squid","lat",1996,1990,"25%",37.166667
"29228","Northern shortfin squid","lat",1996,1990,"50%",39.680105
"29229","Northern shortfin squid","lat",1996,1990,"75%",40.907526400525
"29230","Northern shortfin squid","lat",1996,1990,"95%",42.4
"29231","Northern shortfin squid","lat",1997,1990,"5%",36.166667
"29232","Northern shortfin squid","lat",1997,1990,"25%",37.65
"29233","Northern shortfin squid","lat",1997,1990,"50%",39.866667
"29234","Northern shortfin squid","lat",1997,1990,"75%",41.468855974575
"29235","Northern shortfin squid","lat",1997,1990,"95%",43.78964825
"29236","Northern shortfin squid","lat",1998,1990,"5%",35.783333
"29237","Northern shortfin squid","lat",1998,1990,"25%",36.30573986625
"29238","Northern shortfin squid","lat",1998,1990,"50%",39.4
"29239","Northern shortfin squid","lat",1998,1990,"75%",40.133333
"29240","Northern shortfin squid","lat",1998,1990,"95%",43.26436875
"29241","Northern shortfin squid","lat",1999,1990,"5%",36.798333
"29242","Northern shortfin squid","lat",1999,1990,"25%",41.676282674775
"29243","Northern shortfin squid","lat",1999,1990,"50%",42.297833
"29244","Northern shortfin squid","lat",1999,1990,"75%",42.8105
"29245","Northern shortfin squid","lat",1999,1990,"95%",43.936667
"29246","Northern shortfin squid","lat",2000,2000,"5%",35.743667
"29247","Northern shortfin squid","lat",2000,2000,"25%",35.743667
"29248","Northern shortfin squid","lat",2000,2000,"50%",38.281667
"29249","Northern shortfin squid","lat",2000,2000,"75%",40.12153582425
"29250","Northern shortfin squid","lat",2000,2000,"95%",42.5431988625
"29251","Northern shortfin squid","lat",2001,2000,"5%",35.813145
"29252","Northern shortfin squid","lat",2001,2000,"25%",38.266438
"29253","Northern shortfin squid","lat",2001,2000,"50%",39.47835
"29254","Northern shortfin squid","lat",2001,2000,"75%",41.27222908
"29255","Northern shortfin squid","lat",2001,2000,"95%",43.188935
"29256","Northern shortfin squid","lat",2002,2000,"5%",37.356333
"29257","Northern shortfin squid","lat",2002,2000,"25%",39.006833
"29258","Northern shortfin squid","lat",2002,2000,"50%",40.079
"29259","Northern shortfin squid","lat",2002,2000,"75%",41.198634279
"29260","Northern shortfin squid","lat",2002,2000,"95%",43.1845893
"29261","Northern shortfin squid","lat",2003,2000,"5%",36.063333
"29262","Northern shortfin squid","lat",2003,2000,"25%",39.770333
"29263","Northern shortfin squid","lat",2003,2000,"50%",40.0665
"29264","Northern shortfin squid","lat",2003,2000,"75%",40.0665
"29265","Northern shortfin squid","lat",2003,2000,"95%",41.425667
"29266","Northern shortfin squid","lat",2004,2000,"5%",36.53511213175
"29267","Northern shortfin squid","lat",2004,2000,"25%",37.09186640875
"29268","Northern shortfin squid","lat",2004,2000,"50%",39.1062962175
"29269","Northern shortfin squid","lat",2004,2000,"75%",41.706833
"29270","Northern shortfin squid","lat",2004,2000,"95%",43.233373
"29271","Northern shortfin squid","lat",2005,2000,"5%",36.18809
"29272","Northern shortfin squid","lat",2005,2000,"25%",36.773027
"29273","Northern shortfin squid","lat",2005,2000,"50%",36.93929
"29274","Northern shortfin squid","lat",2005,2000,"75%",39.982867
"29275","Northern shortfin squid","lat",2005,2000,"95%",42.2151451358
"29276","Northern shortfin squid","lat",2006,2000,"5%",36.556507
"29277","Northern shortfin squid","lat",2006,2000,"25%",39.473098
"29278","Northern shortfin squid","lat",2006,2000,"50%",40.146198
"29279","Northern shortfin squid","lat",2006,2000,"75%",42.8666272635
"29280","Northern shortfin squid","lat",2006,2000,"95%",43.726545
"29281","Northern shortfin squid","lat",2007,2000,"5%",35.799835
"29282","Northern shortfin squid","lat",2007,2000,"25%",35.799835
"29283","Northern shortfin squid","lat",2007,2000,"50%",38.744994595
"29284","Northern shortfin squid","lat",2007,2000,"75%",39.221225
"29285","Northern shortfin squid","lat",2007,2000,"95%",43.824817
"29286","Northern shortfin squid","lat",2008,2000,"5%",37.66326601905
"29287","Northern shortfin squid","lat",2008,2000,"25%",38.823118
"29288","Northern shortfin squid","lat",2008,2000,"50%",39.139593
"29289","Northern shortfin squid","lat",2008,2000,"75%",41.379242515
"29290","Northern shortfin squid","lat",2008,2000,"95%",43.7055931836
"29291","Northern shortfin squid","lat",2009,2000,"5%",36.397245
"29292","Northern shortfin squid","lat",2009,2000,"25%",36.940458
"29293","Northern shortfin squid","lat",2009,2000,"50%",38.21404
"29294","Northern shortfin squid","lat",2009,2000,"75%",40.4151742853087
"29295","Northern shortfin squid","lat",2009,2000,"95%",42.3724855851668
"29296","Northern shortfin squid","lat",2010,2010,"5%",35.731055
"29297","Northern shortfin squid","lat",2010,2010,"25%",36.190037
"29298","Northern shortfin squid","lat",2010,2010,"50%",36.405968
"29299","Northern shortfin squid","lat",2010,2010,"75%",39.632083
"29300","Northern shortfin squid","lat",2010,2010,"95%",41.890718
"29301","Northern shortfin squid","lat",2011,2010,"5%",36.43601
"29302","Northern shortfin squid","lat",2011,2010,"25%",36.710482
"29303","Northern shortfin squid","lat",2011,2010,"50%",38.6809683509581
"29304","Northern shortfin squid","lat",2011,2010,"75%",40.050748
"29305","Northern shortfin squid","lat",2011,2010,"95%",42.8742609600426
"29306","Northern shortfin squid","lat",2012,2010,"5%",36.012268
"29307","Northern shortfin squid","lat",2012,2010,"25%",36.271092
"29308","Northern shortfin squid","lat",2012,2010,"50%",37.87563
"29309","Northern shortfin squid","lat",2012,2010,"75%",39.938465
"29310","Northern shortfin squid","lat",2012,2010,"95%",43.398486271682
"29311","Northern shortfin squid","lat",2013,2010,"5%",36.054252
"29312","Northern shortfin squid","lat",2013,2010,"25%",36.149873
"29313","Northern shortfin squid","lat",2013,2010,"50%",36.609882
"29314","Northern shortfin squid","lat",2013,2010,"75%",39.9646894098652
"29315","Northern shortfin squid","lat",2013,2010,"95%",43.47563919489
"29316","Northern shortfin squid","lat",2014,2010,"5%",36.051032
"29317","Northern shortfin squid","lat",2014,2010,"25%",37.506193
"29318","Northern shortfin squid","lat",2014,2010,"50%",39.8345530557133
"29319","Northern shortfin squid","lat",2014,2010,"75%",41.11913
"29320","Northern shortfin squid","lat",2014,2010,"95%",43.3665365466643
"29321","Northern shortfin squid","lat",2015,2010,"5%",35.765008
"29322","Northern shortfin squid","lat",2015,2010,"25%",37.19901
"29323","Northern shortfin squid","lat",2015,2010,"50%",38.965017
"29324","Northern shortfin squid","lat",2015,2010,"75%",40.049735
"29325","Northern shortfin squid","lat",2015,2010,"95%",43.2365771653655
"29326","Northern shortfin squid","lat",2016,2010,"5%",36.032775
"29327","Northern shortfin squid","lat",2016,2010,"25%",36.785435
"29328","Northern shortfin squid","lat",2016,2010,"50%",38.690003
"29329","Northern shortfin squid","lat",2016,2010,"75%",40.038877
"29330","Northern shortfin squid","lat",2016,2010,"95%",42.868595
"29331","Northern shortfin squid","lat",2018,2010,"5%",36.011597
"29332","Northern shortfin squid","lat",2018,2010,"25%",36.35343
"29333","Northern shortfin squid","lat",2018,2010,"50%",38.01487
"29334","Northern shortfin squid","lat",2018,2010,"75%",40.0242260752307
"29335","Northern shortfin squid","lat",2018,2010,"95%",42.3199286025195
"29336","Northern shortfin squid","lat",2019,2010,"5%",36.557017
"29337","Northern shortfin squid","lat",2019,2010,"25%",38.504432
"29338","Northern shortfin squid","lat",2019,2010,"50%",40.004488
"29339","Northern shortfin squid","lat",2019,2010,"75%",40.25696
"29340","Northern shortfin squid","lat",2019,2010,"95%",42.053245
"29341","Northern shortfin squid","lat",2021,2020,"5%",35.8145
"29342","Northern shortfin squid","lat",2021,2020,"25%",36.540167
"29343","Northern shortfin squid","lat",2021,2020,"50%",39.396333
"29344","Northern shortfin squid","lat",2021,2020,"75%",41.384
"29345","Northern shortfin squid","lat",2021,2020,"95%",41.4825936137331
"29346","Northern shortfin squid","lat",2022,2020,"5%",35.9675
"29347","Northern shortfin squid","lat",2022,2020,"25%",36.670167
"29348","Northern shortfin squid","lat",2022,2020,"50%",36.670167
"29349","Northern shortfin squid","lat",2022,2020,"75%",36.670167
"29350","Northern shortfin squid","lat",2022,2020,"95%",41.3469315814763
"29351","Northern shortfin squid","lat",2023,2020,"5%",36.105833
"29352","Northern shortfin squid","lat",2023,2020,"25%",37.632
"29353","Northern shortfin squid","lat",2023,2020,"50%",38.761
"29354","Northern shortfin squid","lat",2023,2020,"75%",39.984333
"29355","Northern shortfin squid","lat",2023,2020,"95%",41.091667
"29356","Northern shortfin squid","lon",1970,1970,"5%",-74.85
"29357","Northern shortfin squid","lon",1970,1970,"25%",-74.783333
"29358","Northern shortfin squid","lon",1970,1970,"50%",-73.25
"29359","Northern shortfin squid","lon",1970,1970,"75%",-69.72695533845
"29360","Northern shortfin squid","lon",1970,1970,"95%",-67.716389
"29361","Northern shortfin squid","lon",1971,1970,"5%",-74.833333
"29362","Northern shortfin squid","lon",1971,1970,"25%",-73.583333
"29363","Northern shortfin squid","lon",1971,1970,"50%",-70.62970769955
"29364","Northern shortfin squid","lon",1971,1970,"75%",-68.55
"29365","Northern shortfin squid","lon",1971,1970,"95%",-67.66247835829
"29366","Northern shortfin squid","lon",1972,1970,"5%",-74.7
"29367","Northern shortfin squid","lon",1972,1970,"25%",-73.566667
"29368","Northern shortfin squid","lon",1972,1970,"50%",-70.8798763679
"29369","Northern shortfin squid","lon",1972,1970,"75%",-69.559260224075
"29370","Northern shortfin squid","lon",1972,1970,"95%",-66.78355575
"29371","Northern shortfin squid","lon",1973,1970,"5%",-74.833333
"29372","Northern shortfin squid","lon",1973,1970,"25%",-70.333333
"29373","Northern shortfin squid","lon",1973,1970,"50%",-70.236508
"29374","Northern shortfin squid","lon",1973,1970,"75%",-68.383333
"29375","Northern shortfin squid","lon",1973,1970,"95%",-66.95
"29376","Northern shortfin squid","lon",1974,1970,"5%",-74.766667
"29377","Northern shortfin squid","lon",1974,1970,"25%",-71.85
"29378","Northern shortfin squid","lon",1974,1970,"50%",-70.0164945
"29379","Northern shortfin squid","lon",1974,1970,"75%",-68.45
"29380","Northern shortfin squid","lon",1974,1970,"95%",-67.974453652185
"29381","Northern shortfin squid","lon",1975,1970,"5%",-74.629047876185
"29382","Northern shortfin squid","lon",1975,1970,"25%",-70.1
"29383","Northern shortfin squid","lon",1975,1970,"50%",-69.633333
"29384","Northern shortfin squid","lon",1975,1970,"75%",-68.566667
"29385","Northern shortfin squid","lon",1975,1970,"95%",-67.1169512500001
"29386","Northern shortfin squid","lon",1976,1970,"5%",-74.2
"29387","Northern shortfin squid","lon",1976,1970,"25%",-72.233333
"29388","Northern shortfin squid","lon",1976,1970,"50%",-70.166667
"29389","Northern shortfin squid","lon",1976,1970,"75%",-68.083333
"29390","Northern shortfin squid","lon",1976,1970,"95%",-66.083333
"29391","Northern shortfin squid","lon",1977,1970,"5%",-74.16140825
"29392","Northern shortfin squid","lon",1977,1970,"25%",-72.35
"29393","Northern shortfin squid","lon",1977,1970,"50%",-68.9
"29394","Northern shortfin squid","lon",1977,1970,"75%",-66.933333
"29395","Northern shortfin squid","lon",1977,1970,"95%",-66.216667
"29396","Northern shortfin squid","lon",1978,1970,"5%",-74.401891
"29397","Northern shortfin squid","lon",1978,1970,"25%",-69.083333
"29398","Northern shortfin squid","lon",1978,1970,"50%",-68.816667
"29399","Northern shortfin squid","lon",1978,1970,"75%",-67.383333
"29400","Northern shortfin squid","lon",1978,1970,"95%",-66.283333
